conversation,ground_truth,allowed_restaurant,allowed_bank,pii_entities
"I mentioned my SSN 220-66-1188, Mastercard ending 6600, phone 619-555-7674, email paisley@novahealth.org, and DOB 1996-06-16.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""220"", ""label"": ""CARDINAL"", ""start"": 19, ""end"": 22, ""source"": ""spacy""}, {""text"": ""Mastercard"", ""label"": ""GPE"", ""start"": 32, ""end"": 42, ""source"": ""spacy""}, {""text"": ""6600"", ""label"": ""CARDINAL"", ""start"": 50, ""end"": 54, ""source"": ""spacy""}, {""text"": ""619"", ""label"": ""CARDINAL"", ""start"": 62, ""end"": 65, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 110, ""end"": 113, ""source"": ""spacy""}, {""text"": ""1996-06-16"", ""label"": ""DATE"", ""start"": 114, ""end"": 124, ""source"": ""spacy""}, {""text"": ""paisley@novahealth.org"", ""label"": ""EMAIL"", ""start"": 82, ""end"": 104, ""source"": ""regex""}, {""text"": ""619-555-7674"", ""label"": ""PHONE"", ""start"": 62, ""end"": 74, ""source"": ""regex""}, {""text"": ""220-66-1188"", ""label"": ""SSN"", ""start"": 19, ""end"": 30, ""source"": ""regex""}]"
"I said I'm Samantha Wood, email samantha.wood@orionlabs.dev, phone 212-555-7673, and that I live in New York.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Samantha Wood"", ""label"": ""PERSON"", ""start"": 11, ""end"": 24, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 67, ""end"": 70, ""source"": ""spacy""}, {""text"": ""New York"", ""label"": ""GPE"", ""start"": 100, ""end"": 108, ""source"": ""spacy""}, {""text"": ""samantha.wood@orionlabs.dev"", ""label"": ""EMAIL"", ""start"": 32, ""end"": 59, ""source"": ""regex""}, {""text"": ""212-555-7673"", ""label"": ""PHONE"", ""start"": 67, ""end"": 79, ""source"": ""regex""}]"
"I told them my DOB 1993-09-29, email brody.b@quantum.io, phone 415-555-7672, and IP 10.0.13.13.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1993-09-29"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 63, ""end"": 66, ""source"": ""spacy""}, {""text"": ""IP 10.0.13.13"", ""label"": ""ORG"", ""start"": 81, ""end"": 94, ""source"": ""spacy""}, {""text"": ""brody.b@quantum.io"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 55, ""source"": ""regex""}, {""text"": ""415-555-7672"", ""label"": ""PHONE"", ""start"": 63, ""end"": 75, ""source"": ""regex""}, {""text"": ""10.0.13.13"", ""label"": ""IP_ADDRESS"", ""start"": 84, ""end"": 94, ""source"": ""regex""}]"
"Earlier I shared my SSN 333-11-2210, card ending 5599, email naomi.gray@horizon.co, and name Naomi Gray.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 20, ""end"": 23, ""source"": ""spacy""}, {""text"": ""333-11-2210"", ""label"": ""PRODUCT"", ""start"": 24, ""end"": 35, ""source"": ""spacy""}, {""text"": ""5599"", ""label"": ""DATE"", ""start"": 49, ""end"": 53, ""source"": ""spacy""}, {""text"": ""Naomi Gray"", ""label"": ""PERSON"", ""start"": 93, ""end"": 103, ""source"": ""spacy""}, {""text"": ""naomi.gray@horizon.co"", ""label"": ""EMAIL"", ""start"": 61, ""end"": 82, ""source"": ""regex""}, {""text"": ""333-11-2210"", ""label"": ""SSN"", ""start"": 24, ""end"": 35, ""source"": ""regex""}]"
"I mentioned my phone 415-555-7671, email cole.flores@apexlogistics.io, DOB 1990-04-24, and that I live in San Francisco.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 71, ""end"": 74, ""source"": ""spacy""}, {""text"": ""1990-04-24"", ""label"": ""DATE"", ""start"": 75, ""end"": 85, ""source"": ""spacy""}, {""text"": ""San Francisco"", ""label"": ""GPE"", ""start"": 106, ""end"": 119, ""source"": ""spacy""}, {""text"": ""cole.flores@apexlogistics.io"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 69, ""source"": ""regex""}, {""text"": ""415-555-7671"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"I said my IP 192.168.40.40, email ivy.bennett@greenspark.dev, age 29, sex female, and name Ivy Bennett.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""IP 192.168.40.40"", ""label"": ""ORG"", ""start"": 10, ""end"": 26, ""source"": ""spacy""}, {""text"": ""age 29"", ""label"": ""DATE"", ""start"": 62, ""end"": 68, ""source"": ""spacy""}, {""text"": ""Bennett"", ""label"": ""PERSON"", ""start"": 95, ""end"": 102, ""source"": ""spacy""}, {""text"": ""ivy.bennett@greenspark.dev"", ""label"": ""EMAIL"", ""start"": 34, ""end"": 60, ""source"": ""regex""}, {""text"": ""192.168.40.40"", ""label"": ""IP_ADDRESS"", ""start"": 13, ""end"": 26, ""source"": ""regex""}]"
"I told support my SSN 550-77-6601, Visa ending 5598, phone 212-555-7670, email miles.r@vertex.ai, and DOB 1994-12-12.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 18, ""end"": 21, ""source"": ""spacy""}, {""text"": ""Visa"", ""label"": ""ORG"", ""start"": 35, ""end"": 39, ""source"": ""spacy""}, {""text"": ""ending 5598"", ""label"": ""DATE"", ""start"": 40, ""end"": 51, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 59, ""end"": 62, ""source"": ""spacy""}, {""text"": ""miles.r@vertex.ai"", ""label"": ""PERSON"", ""start"": 79, ""end"": 96, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 102, ""end"": 105, ""source"": ""spacy""}, {""text"": ""1994-12-12"", ""label"": ""DATE"", ""start"": 106, ""end"": 116, ""source"": ""spacy""}, {""text"": ""miles.r@vertex.ai"", ""label"": ""EMAIL"", ""start"": 79, ""end"": 96, ""source"": ""regex""}, {""text"": ""212-555-7670"", ""label"": ""PHONE"", ""start"": 59, ""end"": 71, ""source"": ""regex""}, {""text"": ""550-77-6601"", ""label"": ""SSN"", ""start"": 22, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my name is Ruby Diaz, my email ruby.diaz@oriondata.co, my phone 646-555-7669, and that I live in Queens.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Ruby Diaz"", ""label"": ""PERSON"", ""start"": 28, ""end"": 37, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 81, ""end"": 84, ""source"": ""spacy""}, {""text"": ""Queens"", ""label"": ""GPE"", ""start"": 114, ""end"": 120, ""source"": ""spacy""}, {""text"": ""ruby.diaz@oriondata.co"", ""label"": ""EMAIL"", ""start"": 48, ""end"": 70, ""source"": ""regex""}, {""text"": ""646-555-7669"", ""label"": ""PHONE"", ""start"": 81, ""end"": 93, ""source"": ""regex""}]"
"I mentioned my DOB 1989-11-23, email asher.hamilton@sunlight.io, phone 303-555-7668, and IP 203.0.113.76.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1989-11-23"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""303"", ""label"": ""CARDINAL"", ""start"": 71, ""end"": 74, ""source"": ""spacy""}, {""text"": ""203.0.113.76"", ""label"": ""CARDINAL"", ""start"": 92, ""end"": 104, ""source"": ""spacy""}, {""text"": ""asher.hamilton@sunlight.io"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 63, ""source"": ""regex""}, {""text"": ""303-555-7668"", ""label"": ""PHONE"", ""start"": 71, ""end"": 83, ""source"": ""regex""}, {""text"": ""203.0.113.76"", ""label"": ""IP_ADDRESS"", ""start"": 92, ""end"": 104, ""source"": ""regex""}]"
"I said my SSN 333-10-2200, card ending 5597, email piper.f@aperturelabs.co, and name Piper Fisher.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 10, ""end"": 13, ""source"": ""spacy""}, {""text"": ""333-10-2200"", ""label"": ""PRODUCT"", ""start"": 14, ""end"": 25, ""source"": ""spacy""}, {""text"": ""Piper Fisher"", ""label"": ""PERSON"", ""start"": 85, ""end"": 97, ""source"": ""spacy""}, {""text"": ""piper.f@aperturelabs.co"", ""label"": ""EMAIL"", ""start"": 51, ""end"": 74, ""source"": ""regex""}, {""text"": ""333-10-2200"", ""label"": ""SSN"", ""start"": 14, ""end"": 25, ""source"": ""regex""}]"
"I told them my phone 415-555-7667, email eli.butler@novahealth.com, DOB 1990-06-14, and that I live in San Francisco.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 68, ""end"": 71, ""source"": ""spacy""}, {""text"": ""1990-06-14"", ""label"": ""DATE"", ""start"": 72, ""end"": 82, ""source"": ""spacy""}, {""text"": ""San Francisco"", ""label"": ""GPE"", ""start"": 103, ""end"": 116, ""source"": ""spacy""}, {""text"": ""eli.butler@novahealth.com"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 66, ""source"": ""regex""}, {""text"": ""415-555-7667"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my IP 10.0.14.14, email sadie.simmons@orioncloud.ai, age 24, sex female, and name Sadie Simmons.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""10.0.14.14"", ""label"": ""DATE"", ""start"": 23, ""end"": 33, ""source"": ""spacy""}, {""text"": ""age 24"", ""label"": ""DATE"", ""start"": 70, ""end"": 76, ""source"": ""spacy""}, {""text"": ""Sadie Simmons"", ""label"": ""PERSON"", ""start"": 99, ""end"": 112, ""source"": ""spacy""}, {""text"": ""sadie.simmons@orioncloud.ai"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 68, ""source"": ""regex""}, {""text"": ""10.0.14.14"", ""label"": ""IP_ADDRESS"", ""start"": 23, ""end"": 33, ""source"": ""regex""}]"
"I mentioned my SSN 550-99-6612, Mastercard ending 5596, phone 617-555-7666, email aaron.foster@vertex.io, and DOB 1993-03-14.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""550"", ""label"": ""CARDINAL"", ""start"": 19, ""end"": 22, ""source"": ""spacy""}, {""text"": ""Mastercard"", ""label"": ""GPE"", ""start"": 32, ""end"": 42, ""source"": ""spacy""}, {""text"": ""5596"", ""label"": ""DATE"", ""start"": 50, ""end"": 54, ""source"": ""spacy""}, {""text"": ""617"", ""label"": ""CARDINAL"", ""start"": 62, ""end"": 65, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 110, ""end"": 113, ""source"": ""spacy""}, {""text"": ""1993-03-14"", ""label"": ""DATE"", ""start"": 114, ""end"": 124, ""source"": ""spacy""}, {""text"": ""aaron.foster@vertex.io"", ""label"": ""EMAIL"", ""start"": 82, ""end"": 104, ""source"": ""regex""}, {""text"": ""617-555-7666"", ""label"": ""PHONE"", ""start"": 62, ""end"": 74, ""source"": ""regex""}, {""text"": ""550-99-6612"", ""label"": ""SSN"", ""start"": 19, ""end"": 30, ""source"": ""regex""}]"
"I said I'm Delilah Bryant, email delilah.bryant@greenspark.org, phone 212-555-7665, and that I live in New York.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Delilah Bryant"", ""label"": ""PERSON"", ""start"": 11, ""end"": 25, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 70, ""end"": 73, ""source"": ""spacy""}, {""text"": ""New York"", ""label"": ""GPE"", ""start"": 103, ""end"": 111, ""source"": ""spacy""}, {""text"": ""delilah.bryant@greenspark.org"", ""label"": ""EMAIL"", ""start"": 33, ""end"": 62, ""source"": ""regex""}, {""text"": ""212-555-7665"", ""label"": ""PHONE"", ""start"": 70, ""end"": 82, ""source"": ""regex""}]"
"I told them my DOB 1990-10-01, email connor@quantum.dev, phone 646-555-7664, and IP 172.16.15.15.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1990-10-01"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 63, ""end"": 66, ""source"": ""spacy""}, {""text"": ""IP"", ""label"": ""ORG"", ""start"": 81, ""end"": 83, ""source"": ""spacy""}, {""text"": ""172.16.15.15"", ""label"": ""CARDINAL"", ""start"": 84, ""end"": 96, ""source"": ""spacy""}, {""text"": ""connor@quantum.dev"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 55, ""source"": ""regex""}, {""text"": ""646-555-7664"", ""label"": ""PHONE"", ""start"": 63, ""end"": 75, ""source"": ""regex""}, {""text"": ""172.16.15.15"", ""label"": ""IP_ADDRESS"", ""start"": 84, ""end"": 96, ""source"": ""regex""}]"
"Earlier I shared my SSN 333-77-1199, card ending 5595, email kennedy.chavez@apexanalytics.com, and name Kennedy Chavez.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 20, ""end"": 23, ""source"": ""spacy""}, {""text"": ""333"", ""label"": ""CARDINAL"", ""start"": 24, ""end"": 27, ""source"": ""spacy""}, {""text"": ""Kennedy Chavez"", ""label"": ""PERSON"", ""start"": 104, ""end"": 118, ""source"": ""spacy""}, {""text"": ""kennedy.chavez@apexanalytics.com"", ""label"": ""EMAIL"", ""start"": 61, ""end"": 93, ""source"": ""regex""}, {""text"": ""333-77-1199"", ""label"": ""SSN"", ""start"": 24, ""end"": 35, ""source"": ""regex""}]"
"I mentioned my phone 415-555-7663, email jeremiah.gibson@oriondata.ai, DOB 1990-10-10, and that I live in San Francisco.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""415"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 71, ""end"": 74, ""source"": ""spacy""}, {""text"": ""1990-10-10"", ""label"": ""DATE"", ""start"": 75, ""end"": 85, ""source"": ""spacy""}, {""text"": ""San Francisco"", ""label"": ""GPE"", ""start"": 106, ""end"": 119, ""source"": ""spacy""}, {""text"": ""jeremiah.gibson@oriondata.ai"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 69, ""source"": ""regex""}, {""text"": ""415-555-7663"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"I said my IP 203.0.113.3, email riley.hansen@horizonmedia.io, age 31, sex male, and name Riley Hansen.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""IP 203.0.113.3"", ""label"": ""ORG"", ""start"": 10, ""end"": 24, ""source"": ""spacy""}, {""text"": ""age 31"", ""label"": ""DATE"", ""start"": 62, ""end"": 68, ""source"": ""spacy""}, {""text"": ""Riley Hansen"", ""label"": ""PERSON"", ""start"": 89, ""end"": 101, ""source"": ""spacy""}, {""text"": ""riley.hansen@horizonmedia.io"", ""label"": ""EMAIL"", ""start"": 32, ""end"": 60, ""source"": ""regex""}, {""text"": ""203.0.113.3"", ""label"": ""IP_ADDRESS"", ""start"": 13, ""end"": 24, ""source"": ""regex""}]"
"I told support my SSN 220-66-5511, Visa ending 5594, phone 212-555-7662, email grayson.h@blueskytech.com, and DOB 1992-02-02.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 18, ""end"": 21, ""source"": ""spacy""}, {""text"": ""220"", ""label"": ""CARDINAL"", ""start"": 22, ""end"": 25, ""source"": ""spacy""}, {""text"": ""Visa"", ""label"": ""ORG"", ""start"": 35, ""end"": 39, ""source"": ""spacy""}, {""text"": ""5594"", ""label"": ""CARDINAL"", ""start"": 47, ""end"": 51, ""source"": ""spacy""}, {""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 59, ""end"": 62, ""source"": ""spacy""}, {""text"": ""grayson.h@blueskytech.com"", ""label"": ""ORG"", ""start"": 79, ""end"": 104, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 110, ""end"": 113, ""source"": ""spacy""}, {""text"": ""1992-02-02"", ""label"": ""DATE"", ""start"": 114, ""end"": 124, ""source"": ""spacy""}, {""text"": ""grayson.h@blueskytech.com"", ""label"": ""EMAIL"", ""start"": 79, ""end"": 104, ""source"": ""regex""}, {""text"": ""212-555-7662"", ""label"": ""PHONE"", ""start"": 59, ""end"": 71, ""source"": ""regex""}, {""text"": ""220-66-5511"", ""label"": ""SSN"", ""start"": 22, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my name is Madeline Pierce, my email madeline.pierce@aperturelabs.co, my phone 646-555-7661, and that I live in Queens.","[NAME, EMAIL, PHONE, location]","[PHONE, EMAIL]","[EMAIL, PHONE]","[{""text"": ""Madeline Pierce"", ""label"": ""ORG"", ""start"": 28, ""end"": 43, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 96, ""end"": 99, ""source"": ""spacy""}, {""text"": ""Queens"", ""label"": ""GPE"", ""start"": 129, ""end"": 135, ""source"": ""spacy""}, {""text"": ""madeline.pierce@aperturelabs.co"", ""label"": ""EMAIL"", ""start"": 54, ""end"": 85, ""source"": ""regex""}, {""text"": ""646-555-7661"", ""label"": ""PHONE"", ""start"": 96, ""end"": 108, ""source"": ""regex""}]"
"I mentioned my DOB 1992-01-02, email tyler.stone@vertex.ai, phone 312-555-7660, and IP 10.0.15.15.","[DATE/DOB, EMAIL, PHONE, IP]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""DOB"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""1992-01-02"", ""label"": ""DATE"", ""start"": 19, ""end"": 29, ""source"": ""spacy""}, {""text"": ""312"", ""label"": ""CARDINAL"", ""start"": 66, ""end"": 69, ""source"": ""spacy""}, {""text"": ""IP 10.0.15.15"", ""label"": ""ORG"", ""start"": 84, ""end"": 97, ""source"": ""spacy""}, {""text"": ""tyler.stone@vertex.ai"", ""label"": ""EMAIL"", ""start"": 37, ""end"": 58, ""source"": ""regex""}, {""text"": ""312-555-7660"", ""label"": ""PHONE"", ""start"": 66, ""end"": 78, ""source"": ""regex""}, {""text"": ""10.0.15.15"", ""label"": ""IP_ADDRESS"", ""start"": 87, ""end"": 97, ""source"": ""regex""}]"
"I said my SSN 550-11-7714, card ending 5593, email anna.shaw@orioncloud.io, and name Anna Shaw.","[SSN, CREDIT_CARD, EMAIL, NAME]",[EMAIL],"[EMAIL, CREDIT_CARD, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 10, ""end"": 13, ""source"": ""spacy""}, {""text"": ""550-11-7714"", ""label"": ""PRODUCT"", ""start"": 14, ""end"": 25, ""source"": ""spacy""}, {""text"": ""Anna Shaw"", ""label"": ""PERSON"", ""start"": 85, ""end"": 94, ""source"": ""spacy""}, {""text"": ""anna.shaw@orioncloud.io"", ""label"": ""EMAIL"", ""start"": 51, ""end"": 74, ""source"": ""regex""}, {""text"": ""550-11-7714"", ""label"": ""SSN"", ""start"": 14, ""end"": 25, ""source"": ""regex""}]"
"I told them my phone 212-555-7659, email jordan.b@greenspark.dev, DOB 1993-06-13, and that I live in New York.","[PHONE, EMAIL, DATE/DOB, location]","[PHONE, EMAIL]","[EMAIL, PHONE, DATE/DOB]","[{""text"": ""212"", ""label"": ""CARDINAL"", ""start"": 21, ""end"": 24, ""source"": ""spacy""}, {""text"": ""jordan.b@greenspark.dev"", ""label"": ""PERSON"", ""start"": 41, ""end"": 64, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 66, ""end"": 69, ""source"": ""spacy""}, {""text"": ""1993-06-13"", ""label"": ""DATE"", ""start"": 70, ""end"": 80, ""source"": ""spacy""}, {""text"": ""New York"", ""label"": ""GPE"", ""start"": 101, ""end"": 109, ""source"": ""spacy""}, {""text"": ""jordan.b@greenspark.dev"", ""label"": ""EMAIL"", ""start"": 41, ""end"": 64, ""source"": ""regex""}, {""text"": ""212-555-7659"", ""label"": ""PHONE"", ""start"": 21, ""end"": 33, ""source"": ""regex""}]"
"Earlier I shared my IP 192.168.50.50, email katherine.burke@sunlight.io, age 29, sex female, and name Katherine Burke.","[IP, EMAIL, age, sex, NAME]",[EMAIL],[EMAIL],"[{""text"": ""192.168.50.50"", ""label"": ""DATE"", ""start"": 23, ""end"": 36, ""source"": ""spacy""}, {""text"": ""age 29"", ""label"": ""DATE"", ""start"": 73, ""end"": 79, ""source"": ""spacy""}, {""text"": ""Katherine Burke"", ""label"": ""PERSON"", ""start"": 102, ""end"": 117, ""source"": ""spacy""}, {""text"": ""katherine.burke@sunlight.io"", ""label"": ""EMAIL"", ""start"": 44, ""end"": 71, ""source"": ""regex""}, {""text"": ""192.168.50.50"", ""label"": ""IP_ADDRESS"", ""start"": 23, ""end"": 36, ""source"": ""regex""}]"
"I mentioned my SSN 333-66-1108, Mastercard ending 5592, phone 646-555-7658, email j.fox@apexanalytics.io, and DOB 1990-03-20.","[SSN, CREDIT_CARD, PHONE, EMAIL, DATE/DOB]","[PHONE, EMAIL]","[EMAIL, PHONE, CREDIT_CARD, DATE/DOB, SSN]","[{""text"": ""SSN"", ""label"": ""ORG"", ""start"": 15, ""end"": 18, ""source"": ""spacy""}, {""text"": ""333"", ""label"": ""CARDINAL"", ""start"": 19, ""end"": 22, ""source"": ""spacy""}, {""text"": ""Mastercard"", ""label"": ""ORG"", ""start"": 32, ""end"": 42, ""source"": ""spacy""}, {""text"": ""5592"", ""label"": ""CARDINAL"", ""start"": 50, ""end"": 54, ""source"": ""spacy""}, {""text"": ""646"", ""label"": ""CARDINAL"", ""start"": 62, ""end"": 65, ""source"": ""spacy""}, {""text"": ""j.fox@apexanalytics.io"", ""label"": ""ORG"", ""start"": 82, ""end"": 104, ""source"": ""spacy""}, {""text"": ""DOB"", ""label"": ""ORG"", ""start"": 110, ""end"": 113, ""source"": ""spacy""}, {""text"": ""1990-03-20"", ""label"": ""DATE"", ""start"": 114, ""end"": 124, ""source"": ""spacy""}, {""text"": ""j.fox@apexanalytics.io"", ""label"": ""EMAIL"", ""start"": 82, ""end"": 104, ""source"": ""regex""}, {""text"": ""646-555-7658"", ""label"": ""PHONE"", ""start"": 62, ""end"": 74, ""source"": ""regex""}, {""text"": ""333-66-1108"", ""label"": ""SSN"", ""start"": 19, ""end"": 30, ""source"": ""regex""}]"
